date,date_id,year,month,day,is_weekend,day_of_week,week_of_year
2/28/2014,653,2014,2,28,FALSE,Friday,9
5/11/2014,654,2014,5,11,TRUE,Sunday,19
1/15/2014,655,2014,1,15,FALSE,Wednesday,3
2/19/2014,656,2014,2,19,FALSE,Wednesday,8
5/27/2014,657,2014,5,27,FALSE,Tuesday,22
9/10/2014,658,2014,9,10,FALSE,Wednesday,37
7/24/2014,659,2014,7,24,FALSE,Thursday,30
6/23/2014,660,2014,6,23,FALSE,Monday,26
6/22/2014,661,2014,6,22,TRUE,Sunday,25
3/28/2014,662,2014,3,28,FALSE,Friday,13
7/4/2014,663,2014,7,4,FALSE,Friday,27
9/23/2014,664,2014,9,23,FALSE,Tuesday,39
12/22/2014,665,2014,12,22,FALSE,Monday,52
10/6/2014,666,2014,10,6,FALSE,Monday,41
8/13/2014,667,2014,8,13,FALSE,Wednesday,33
3/24/2014,668,2014,3,24,FALSE,Monday,13
11/16/2014,669,2014,11,16,TRUE,Sunday,46
6/19/2014,670,2014,6,19,FALSE,Thursday,25
6/17/2014,671,2014,6,17,FALSE,Tuesday,25
8/11/2014,672,2014,8,11,FALSE,Monday,33
1/16/2014,673,2014,1,16,FALSE,Thursday,3
9/22/2014,674,2014,9,22,FALSE,Monday,39
8/3/2014,675,2014,8,3,TRUE,Sunday,31
10/7/2014,676,2014,10,7,FALSE,Tuesday,41
5/17/2014,677,2014,5,17,TRUE,Saturday,20
7/2/2014,678,2014,7,2,FALSE,Wednesday,27
11/23/2014,679,2014,11,23,TRUE,Sunday,47
4/1/2014,680,2014,4,1,FALSE,Tuesday,14
6/24/2014,681,2014,6,24,FALSE,Tuesday,26
10/8/2014,682,2014,10,8,FALSE,Wednesday,41
11/13/2014,683,2014,11,13,FALSE,Thursday,46
10/9/2014,684,2014,10,9,FALSE,Thursday,41
4/25/2014,685,2014,4,25,FALSE,Friday,17
9/2/2014,686,2014,9,2,FALSE,Tuesday,36
11/24/2014,687,2014,11,24,FALSE,Monday,48
1/4/2014,688,2014,1,4,TRUE,Saturday,1
9/19/2014,689,2014,9,19,FALSE,Friday,38
5/12/2014,690,2014,5,12,FALSE,Monday,20
1/11/2014,691,2014,1,11,TRUE,Saturday,2
6/4/2014,692,2014,6,4,FALSE,Wednesday,23
7/21/2014,693,2014,7,21,FALSE,Monday,30
10/15/2014,694,2014,10,15,FALSE,Wednesday,42
4/26/2014,695,2014,4,26,TRUE,Saturday,17
1/5/2014,696,2014,1,5,TRUE,Sunday,1
3/26/2014,697,2014,3,26,FALSE,Wednesday,13
8/27/2014,698,2014,8,27,FALSE,Wednesday,35
7/10/2014,699,2014,7,10,FALSE,Thursday,28
11/17/2014,700,2014,11,17,FALSE,Monday,47
2/15/2014,701,2014,2,15,TRUE,Saturday,7
10/18/2014,702,2014,10,18,TRUE,Saturday,42
1/9/2014,703,2014,1,9,FALSE,Thursday,2
2/7/2014,704,2014,2,7,FALSE,Friday,6
9/14/2014,705,2014,9,14,TRUE,Sunday,37
12/8/2014,706,2014,12,8,FALSE,Monday,50
5/31/2014,707,2014,5,31,TRUE,Saturday,22
11/30/2014,708,2014,11,30,TRUE,Sunday,48
4/27/2014,709,2014,4,27,TRUE,Sunday,17
12/21/2014,710,2014,12,21,TRUE,Sunday,51
5/22/2014,711,2014,5,22,FALSE,Thursday,21
12/12/2014,712,2014,12,12,FALSE,Friday,50
3/12/2014,713,2014,3,12,FALSE,Wednesday,11
9/3/2014,714,2014,9,3,FALSE,Wednesday,36
7/16/2014,715,2014,7,16,FALSE,Wednesday,29
4/23/2014,716,2014,4,23,FALSE,Wednesday,17
11/11/2014,717,2014,11,11,FALSE,Tuesday,46
5/15/2014,718,2014,5,15,FALSE,Thursday,20
6/28/2014,719,2014,6,28,TRUE,Saturday,26
8/18/2014,720,2014,8,18,FALSE,Monday,34
11/25/2014,721,2014,11,25,FALSE,Tuesday,48
3/11/2014,722,2014,3,11,FALSE,Tuesday,11
7/19/2014,723,2014,7,19,TRUE,Saturday,29
11/2/2014,724,2014,11,2,TRUE,Sunday,44
9/15/2014,725,2014,9,15,FALSE,Monday,38
10/2/2014,726,2014,10,2,FALSE,Thursday,40
6/29/2014,727,2014,6,29,TRUE,Sunday,26
12/11/2014,728,2014,12,11,FALSE,Thursday,50
